id,lat,lon
1,28.016433,-16.02785
2,28.016433,-16.02785
3,28.016433,-16.02785
4,28.016433,-16.02785
5,28.016433,-16.02785
6,28.016433,-16.02785
7,28.016433,-16.02785
8,28.016433,-16.02785
9,28.016433,-16.02785
10,28.016433,-16.02785
11,28.016433,-16.02785
12,28.016433,-16.02785
13,28.016433,-16.02785
14,28.016433,-16.02785
15,28.016433,-16.02785
16,28.016433,-16.02785
17,28.016433,-16.02785
18,28.016433,-16.02785
19,28.016433,-16.02785
20,28.016433,-16.02785
21,28.016433,-16.02785
22,28.016433,-16.02785
23,28.016433,-16.02785
24,28.016433,-16.02785
25,28.016433,-16.02785
26,28.016433,-16.02785
27,28.016433,-16.02785
28,28.016433,-16.02785
29,28.016433,-16.02785
30,28.016433,-16.02785
31,28.016433,-16.02785
32,28.016433,-16.02785
33,28.016433,-16.02785
34,28.016433,-16.02785
35,28.016433,-16.02785
36,28.016433,-16.02785
37,28.016433,-16.02785
38,28.016433,-16.02785
39,28.016433,-16.02785
40,28.016433,-16.02785
41,28.016433,-16.02785
42,28.016433,-16.02785
43,28.016433,-16.02785
44,28.016433,-16.02785
45,28.016433,-16.02785
46,28.016433,-16.02785
47,28.016433,-16.02785
48,28.016433,-16.02785
49,28.016433,-16.02785
50,28.016433,-16.02785
51,28.016433,-16.02785
52,28.016433,-16.02785
53,28.016434,-16.02785
54,28.016434,-16.02785
55,28.016434,-16.02785
56,28.016434,-16.02785
57,28.016434,-16.02785
58,28.016434,-16.02785
59,28.016434,-16.02785
60,28.016434,-16.02785
61,28.016434,-16.02785
62,28.016434,-16.02785
63,28.016434,-16.02785
64,28.016434,-16.02785
65,28.016434,-16.02785
66,28.016434,-16.02785
67,28.016434,-16.02785
68,28.016434,-16.02785
69,28.016434,-16.02785
70,28.016434,-16.02785
71,28.016434,-16.02785
72,28.016434,-16.02785
73,28.016434,-16.02785
74,28.016434,-16.02785
75,28.016434,-16.02785
76,28.016434,-16.02785
77,28.016434,-16.02785
78,28.016434,-16.02785
79,28.016434,-16.02785
80,28.016434,-16.02785
81,28.016434,-16.02785
82,28.016434,-16.02785
83,28.016434,-16.02785
84,28.016434,-16.02785
85,28.016434,-16.02785
86,28.016434,-16.02785
87,28.016434,-16.02785
88,28.016434,-16.02785
89,28.016434,-16.02785
90,28.016434,-16.02785
91,28.016434,-16.02785
92,28.016434,-16.02785
93,28.016434,-16.02785
94,28.016434,-16.02785
95,28.016434,-16.02785
96,28.016434,-16.02785
97,28.016434,-16.02785
98,28.016434,-16.02785
99,28.016434,-16.02785
100,28.016434,-16.02785
101,28.016434,-16.02785
102,28.016434,-16.02785
103,28.016434,-16.02785
104,28.016434,-16.02785
105,28.016434,-16.02785
106,28.016434,-16.027849
107,28.016434,-16.027849
108,28.016434,-16.027849
109,28.016434,-16.027849
110,28.016434,-16.027849
111,28.016434,-16.027849
112,28.016434,-16.027849
113,28.016434,-16.027849
114,28.016434,-16.027849
115,28.016434,-16.027849
116,28.016434,-16.027849
117,28.016434,-16.027849
118,28.016434,-16.027849
119,28.016434,-16.027849
120,28.016434,-16.027849
121,28.016434,-16.027849
122,28.016434,-16.027849
123,28.016434,-16.027849
124,28.016434,-16.027849
125,28.016434,-16.027849
126,28.016434,-16.027849
127,28.016434,-16.027849
128,28.016434,-16.027849
129,28.016434,-16.027849
130,28.016434,-16.027849
131,28.016434,-16.027849
132,28.016434,-16.027849
133,28.016434,-16.027849
134,28.016434,-16.027849
135,28.016434,-16.027849
136,28.016434,-16.027849
137,28.016434,-16.027849
138,28.016434,-16.027849
139,28.016434,-16.027849
140,28.016434,-16.027849
141,28.016434,-16.027849
142,28.016434,-16.027849
143,28.016434,-16.027849
144,28.016434,-16.027849
145,28.016434,-16.027849
146,28.016434,-16.027849
147,28.016434,-16.027849
148,28.016434,-16.027849
149,28.016434,-16.027849
150,28.016434,-16.027849
151,28.016434,-16.027849
152,28.016434,-16.027849
153,28.016434,-16.027849
154,28.016434,-16.027849
155,28.016434,-16.027849
156,28.016434,-16.027849
157,28.016434,-16.027849
158,28.016434,-16.027849
159,28.016434,-16.027849
160,28.016434,-16.027849
161,28.016434,-16.027849
162,28.016434,-16.027849
163,28.016434,-16.027849
164,28.016434,-16.027849
165,28.016434,-16.027849
166,28.016434,-16.027849
167,28.016434,-16.027849
168,28.016434,-16.027849
169,28.016434,-16.027849
170,28.016434,-16.027849
171,28.016434,-16.027849
172,28.016434,-16.027849
173,28.016434,-16.027849
174,28.016434,-16.027849
175,28.016434,-16.027849
176,28.016434,-16.027849
177,28.016434,-16.027849
178,28.016434,-16.027849
179,28.016434,-16.027849
180,28.016434,-16.027849
181,28.016434,-16.027849
182,28.016434,-16.027849
183,28.016434,-16.027849
184,28.016434,-16.027849
185,28.016434,-16.027849
186,28.016434,-16.027849
187,28.016434,-16.027849
188,28.016434,-16.027849
189,28.016434,-16.027849
190,28.016434,-16.027849
191,28.016434,-16.027849
192,28.016434,-16.027849
193,28.016434,-16.027849
194,28.016434,-16.027849
195,28.016434,-16.027849
196,28.016434,-16.027849
197,28.016434,-16.027849
198,28.016434,-16.027849
199,28.016434,-16.027849
200,28.016434,-16.027849
201,28.016434,-16.027849
202,28.016434,-16.027849
203,28.016434,-16.027849
204,28.016434,-16.027849
205,28.016434,-16.027849
206,28.016434,-16.027849
207,28.016434,-16.027849
208,28.016434,-16.027849
209,27.971533,-16.149069
210,27.971533,-16.149069
211,27.971533,-16.149069
212,27.971533,-16.149069
213,27.971533,-16.149069
214,27.971533,-16.149069
215,27.971533,-16.149069
216,27.971533,-16.149069
217,27.971533,-16.149069
218,27.971533,-16.149069
219,27.971533,-16.149069
220,27.971533,-16.149069
221,27.971533,-16.149069
222,27.971533,-16.149069
223,27.971533,-16.149069
224,27.971533,-16.149069
225,27.971533,-16.149069
